Município,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Abadia De Goiás,GO,Centro-Oeste,BUTANTAN/SINOVAC,2713,1434,1279
Abadia De Goiás,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2376,2269,107
Abadia De Goiás,GO,Centro-Oeste,PFIZER/BIONTECH,176,176,0
Abadia Dos Dourados,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2232,2112,120
Abadia Dos Dourados,MG,Sudeste,BUTANTAN/SINOVAC,1589,823,766
Abadia Dos Dourados,MG,Sudeste,PFIZER/BIONTECH,142,142,0
Abadia Dos Dourados,MG,Sudeste,JANSSEN,5,0,0
Abadiânia,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5717,5475,242
Abadiânia,GO,Centro-Oeste,BUTANTAN/SINOVAC,3668,2111,1557
Abadiânia,GO,Centro-Oeste,PFIZER/BIONTECH,960,960,0
Abaeté,MG,Sudeste,BUTANTAN/SINOVAC,5659,2948,2711
Abaeté,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5582,5018,564
Abaeté,MG,Sudeste,PFIZER/BIONTECH,1010,1010,0
Abaeté,MG,Sudeste,JANSSEN,14,0,0
Abaetetuba,PA,Norte,FIOCRUZ/ASTRAZENECA,51877,42486,9391
Abaetetuba,PA,Norte,BUTANTAN/SINOVAC,17418,9343,8075
Abaiara,CE,Nordeste,BUTANTAN/SINOVAC,986,774,212
Abaiara,CE,Nordeste,FIOCRUZ/ASTRAZENECA,224,223,1
Abaíra,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4075,3496,579
Abaíra,BA,Nordeste,BUTANTAN/SINOVAC,2952,1518,1434
Abaíra,BA,Nordeste,PFIZER/BIONTECH,181,181,0
Abaíra,BA,Nordeste,JANSSEN,15,0,0
Abaré,BA,Nordeste,BUTANTAN/SINOVAC,4984,2627,2357
Abaré,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4131,3542,589
Abaré,BA,Nordeste,PFIZER/BIONTECH,690,687,3
Abatiá,PR,Sul,FIOCRUZ/ASTRAZENECA,2756,2613,143
Abatiá,PR,Sul,BUTANTAN/SINOVAC,1973,1028,945
Abatiá,PR,Sul,PFIZER/BIONTECH,153,153,0
Abatiá,PR,Sul,JANSSEN,25,0,0
Abdon Batista,SC,Sul,FIOCRUZ/ASTRAZENECA,1127,903,224
Abdon Batista,SC,Sul,BUTANTAN/SINOVAC,877,486,391
Abdon Batista,SC,Sul,PFIZER/BIONTECH,246,246,0
Abdon Batista,SC,Sul,JANSSEN,35,0,0
Abel Figueiredo,PA,Norte,FIOCRUZ/ASTRAZENECA,1522,1227,295
Abel Figueiredo,PA,Norte,BUTANTAN/SINOVAC,404,203,201
Abelardo Luz,SC,Sul,FIOCRUZ/ASTRAZENECA,4431,4103,328
Abelardo Luz,SC,Sul,BUTANTAN/SINOVAC,3124,1634,1490
Abelardo Luz,SC,Sul,PFIZER/BIONTECH,520,520,0
Abelardo Luz,SC,Sul,JANSSEN,147,0,0
Abre Campo,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3493,2997,496
Abre Campo,MG,Sudeste,BUTANTAN/SINOVAC,3050,1616,1434
Abre Campo,MG,Sudeste,PFIZER/BIONTECH,668,668,0
Abre Campo,MG,Sudeste,JANSSEN,69,0,0
Abreu E Lima,PE,Nordeste,BUTANTAN/SINOVAC,16488,9368,7120
Abreu E Lima,PE,Nordeste,FIOCRUZ/ASTRAZENECA,12445,11559,886
Abreu E Lima,PE,Nordeste,PFIZER/BIONTECH,2377,2377,0
Abreulândia,TO,Norte,FIOCRUZ/ASTRAZENECA,851,787,64
Abreulândia,TO,Norte,BUTANTAN/SINOVAC,508,271,237
Acaiaca,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1268,1190,78
Acaiaca,MG,Sudeste,BUTANTAN/SINOVAC,1062,543,519
Acaiaca,MG,Sudeste,PFIZER/BIONTECH,65,65,0
Açailândia,MA,Nordeste,FIOCRUZ/ASTRAZENECA,24734,23411,1323
Açailândia,MA,Nordeste,BUTANTAN/SINOVAC,11845,6190,5655
Açailândia,MA,Nordeste,PFIZER/BIONTECH,6527,6526,1
Açailândia,MA,Nordeste,JANSSEN,1162,0,0
Acajutiba,BA,Nordeste,BUTANTAN/SINOVAC,1177,508,669
Acajutiba,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1121,888,233
Acajutiba,BA,Nordeste,PFIZER/BIONTECH,40,40,0
Acará,PA,Norte,FIOCRUZ/ASTRAZENECA,7199,6605,594
Acará,PA,Norte,BUTANTAN/SINOVAC,5364,3536,1828
Acarape,CE,Nordeste,BUTANTAN/SINOVAC,2543,1327,1216
Acarape,CE,Nordeste,FIOCRUZ/ASTRAZENECA,511,288,223
Acaraú,CE,Nordeste,BUTANTAN/SINOVAC,8220,4259,3961
Acaraú,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1716,1073,643
Acaraú,CE,Nordeste,PFIZER/BIONTECH,5,5,0
Acari,RN,Nordeste,BUTANTAN/SINOVAC,2604,1369,1235
Acari,RN,Nordeste,FIOCRUZ/ASTRAZENECA,2117,1971,146
Acari,RN,Nordeste,PFIZER/BIONTECH,379,379,0
Acari,RN,Nordeste,JANSSEN,64,0,0
Acauã,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2328,1930,398
Acauã,PI,Nordeste,BUTANTAN/SINOVAC,1060,559,501
Acauã,PI,Nordeste,PFIZER/BIONTECH,256,256,0
Acauã,PI,Nordeste,JANSSEN,60,0,0
Aceguá,RS,Sul,FIOCRUZ/ASTRAZENECA,2032,1761,271
Aceguá,RS,Sul,BUTANTAN/SINOVAC,1427,700,727
Aceguá,RS,Sul,PFIZER/BIONTECH,391,391,0
Aceguá,RS,Sul,JANSSEN,85,0,0
Acopiara,CE,Nordeste,BUTANTAN/SINOVAC,8966,4569,4397
Acopiara,CE,Nordeste,FIOCRUZ/ASTRAZENECA,3434,2709,725
Acorizal,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1625,1411,214
Acorizal,MT,Centro-Oeste,BUTANTAN/SINOVAC,1318,666,652
Acorizal,MT,Centro-Oeste,PFIZER/BIONTECH,132,132,0
Acrelândia,AC,Norte,FIOCRUZ/ASTRAZENECA,4309,3675,634
Acrelândia,AC,Norte,BUTANTAN/SINOVAC,1362,765,597
Acrelândia,AC,Norte,PFIZER/BIONTECH,580,579,1
Acrelândia,AC,Norte,JANSSEN,11,0,0
Acreúna,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5456,5067,389
Acreúna,GO,Centro-Oeste,BUTANTAN/SINOVAC,3935,2275,1660
Acreúna,GO,Centro-Oeste,PFIZER/BIONTECH,378,378,0
Açu,RN,Nordeste,FIOCRUZ/ASTRAZENECA,12596,11078,1518
Açu,RN,Nordeste,BUTANTAN/SINOVAC,9202,5059,4143
Açu,RN,Nordeste,PFIZER/BIONTECH,2200,2193,7
Açu,RN,Nordeste,JANSSEN,404,54,0
Açucena,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2387,2182,205
Açucena,MG,Sudeste,BUTANTAN/SINOVAC,2280,1278,1002
Açucena,MG,Sudeste,PFIZER/BIONTECH,373,373,0
Açucena,MG,Sudeste,JANSSEN,8,0,0
Adamantina,SP,Sudeste,BUTANTAN/SINOVAC,12346,6951,5395
Adamantina,SP,Sudeste,FIOCRUZ/ASTRAZENECA,11182,10083,1099
Adamantina,SP,Sudeste,PFIZER/BIONTECH,1663,1663,0
Adamantina,SP,Sudeste,JANSSEN,66,0,0
Adelândia,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,593,558,35
Adelândia,GO,Centro-Oeste,BUTANTAN/SINOVAC,467,257,210
Adelândia,GO,Centro-Oeste,PFIZER/BIONTECH,11,11,0
Adolfo,SP,Sudeste,BUTANTAN/SINOVAC,1600,861,739
Adolfo,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1387,1239,148
Adolfo,SP,Sudeste,PFIZER/BIONTECH,175,175,0
Adolfo,SP,Sudeste,JANSSEN,34,0,0
Adrianópolis,PR,Sul,FIOCRUZ/ASTRAZENECA,2070,1922,148
Adrianópolis,PR,Sul,BUTANTAN/SINOVAC,1650,874,776
Adrianópolis,PR,Sul,PFIZER/BIONTECH,59,59,0
Adrianópolis,PR,Sul,JANSSEN,30,0,0
Adustina,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5098,4511,587
Adustina,BA,Nordeste,BUTANTAN/SINOVAC,3308,1769,1539
Adustina,BA,Nordeste,PFIZER/BIONTECH,551,551,0
Adustina,BA,Nordeste,JANSSEN,40,0,0
Afogados Da Ingazeira,PE,Nordeste,BUTANTAN/SINOVAC,9152,4919,4233
Afogados Da Ingazeira,PE,Nordeste,FIOCRUZ/ASTRAZENECA,7603,7031,572
Afogados Da Ingazeira,PE,Nordeste,JANSSEN,1681,0,0
Afogados Da Ingazeira,PE,Nordeste,PFIZER/BIONTECH,1147,1145,2
Afonso Bezerra,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1802,1721,81
Afonso Bezerra,RN,Nordeste,BUTANTAN/SINOVAC,1616,838,778
Afonso Bezerra,RN,Nordeste,PFIZER/BIONTECH,306,306,0
Afonso Bezerra,RN,Nordeste,JANSSEN,29,0,0
Afonso Cláudio,ES,Sudeste,BUTANTAN/SINOVAC,9882,5141,4741
Afonso Cláudio,ES,Sudeste,FIOCRUZ/ASTRAZENECA,8283,7947,336
Afonso Cláudio,ES,Sudeste,PFIZER/BIONTECH,2179,2179,0
Afonso Cunha,MA,Nordeste,BUTANTAN/SINOVAC,1790,1011,779
Afonso Cunha,MA,Nordeste,FIOCRUZ/ASTRAZENECA,1443,1345,98
Afrânio,PE,Nordeste,FIOCRUZ/ASTRAZENECA,5635,4887,748
Afrânio,PE,Nordeste,BUTANTAN/SINOVAC,3333,1698,1635
Afrânio,PE,Nordeste,PFIZER/BIONTECH,994,993,1
Afrânio,PE,Nordeste,JANSSEN,125,0,0
Afuá,PA,Norte,FIOCRUZ/ASTRAZENECA,10677,10294,383
Afuá,PA,Norte,BUTANTAN/SINOVAC,1971,1038,933
Agrestina,PE,Nordeste,FIOCRUZ/ASTRAZENECA,5040,4547,493
Agrestina,PE,Nordeste,BUTANTAN/SINOVAC,4226,2247,1979
Agrestina,PE,Nordeste,PFIZER/BIONTECH,545,545,0
Agricolândia,PI,Nordeste,BUTANTAN/SINOVAC,1252,707,545
Agricolândia,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1126,1030,96
Agricolândia,PI,Nordeste,PFIZER/BIONTECH,164,164,0
Agricolândia,PI,Nordeste,JANSSEN,33,0,0
Agrolândia,SC,Sul,FIOCRUZ/ASTRAZENECA,2506,2260,246
Agrolândia,SC,Sul,BUTANTAN/SINOVAC,2203,1191,1012
Agrolândia,SC,Sul,PFIZER/BIONTECH,563,563,0
Agrolândia,SC,Sul,JANSSEN,407,0,0
Agronômica,SC,Sul,FIOCRUZ/ASTRAZENECA,1461,1322,139
Agronômica,SC,Sul,BUTANTAN/SINOVAC,1146,602,544
Agronômica,SC,Sul,PFIZER/BIONTECH,300,300,0
Agronômica,SC,Sul,JANSSEN,99,0,0
Água Azul Do Norte,PA,Norte,FIOCRUZ/ASTRAZENECA,3566,2393,1173
Água Azul Do Norte,PA,Norte,BUTANTAN/SINOVAC,2046,1104,942
Água Boa,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2958,2652,306
Água Boa,MG,Sudeste,BUTANTAN/SINOVAC,2268,1167,1101
Água Boa,MG,Sudeste,PFIZER/BIONTECH,569,569,0
Água Boa,MG,Sudeste,JANSSEN,64,0,0
Água Boa,MT,Centro-Oeste,BUTANTAN/SINOVAC,6654,3656,2998
Água Boa,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4714,4098,616
Água Boa,MT,Centro-Oeste,PFIZER/BIONTECH,1582,1582,0
Água Boa,MT,Centro-Oeste,JANSSEN,408,0,0
Água Branca,PI,Nordeste,FIOCRUZ/ASTRAZENECA,4316,3990,326
Água Branca,PI,Nordeste,BUTANTAN/SINOVAC,4138,2267,1871
Água Branca,PI,Nordeste,PFIZER/BIONTECH,764,763,1
Água Branca,PB,Nordeste,BUTANTAN/SINOVAC,2139,1129,1010
Água Branca,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1664,1516,148
Água Branca,PB,Nordeste,PFIZER/BIONTECH,322,322,0
Água Branca,PB,Nordeste,JANSSEN,74,0,0
Água Branca,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5063,4250,813
Água Branca,AL,Nordeste,BUTANTAN/SINOVAC,4437,2366,2071
Água Branca,AL,Nordeste,JANSSEN,225,0,0
Água Clara,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2924,2743,181
Água Clara,MS,Centro-Oeste,BUTANTAN/SINOVAC,2318,1283,1035
Água Clara,MS,Centro-Oeste,PFIZER/BIONTECH,742,742,0
Água Clara,MS,Centro-Oeste,JANSSEN,104,0,0
Água Comprida,MG,Sudeste,BUTANTAN/SINOVAC,749,394,355
Água Comprida,MG,Sudeste,FIOCRUZ/ASTRAZENECA,636,568,68
Água Comprida,MG,Sudeste,PFIZER/BIONTECH,59,59,0
Água Comprida,MG,Sudeste,JANSSEN,15,0,0
Água Doce,SC,Sul,FIOCRUZ/ASTRAZENECA,2158,1932,226
Água Doce,SC,Sul,BUTANTAN/SINOVAC,1976,1193,783
Água Doce,SC,Sul,PFIZER/BIONTECH,323,323,0
Água Doce,SC,Sul,JANSSEN,150,0,0
Água Doce Do Maranhão,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2327,1960,367
Água Doce Do Maranhão,MA,Nordeste,BUTANTAN/SINOVAC,2290,1245,1045
Água Doce Do Norte,ES,Sudeste,BUTANTAN/SINOVAC,3409,1752,1657
Água Doce Do Norte,ES,Sudeste,FIOCRUZ/ASTRAZENECA,2369,2243,126
Água Doce Do Norte,ES,Sudeste,PFIZER/BIONTECH,752,752,0
Água Fria,BA,Nordeste,BUTANTAN/SINOVAC,2787,1700,1087
Água Fria,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1084,1078,6
Água Fria,BA,Nordeste,PFIZER/BIONTECH,231,231,0
Água Fria De Goiás,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1724,1485,239
Água Fria De Goiás,GO,Centro-Oeste,BUTANTAN/SINOVAC,662,396,266
Água Fria De Goiás,GO,Centro-Oeste,PFIZER/BIONTECH,192,192,0
Água Limpa,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,902,772,130
Água Limpa,GO,Centro-Oeste,BUTANTAN/SINOVAC,617,316,301
Água Limpa,GO,Centro-Oeste,PFIZER/BIONTECH,17,17,0
Água Nova,RN,Nordeste,BUTANTAN/SINOVAC,909,473,436
Água Nova,RN,Nordeste,FIOCRUZ/ASTRAZENECA,774,724,50
Água Nova,RN,Nordeste,PFIZER/BIONTECH,157,157,0
Água Nova,RN,Nordeste,JANSSEN,26,0,0
Água Preta,PE,Nordeste,FIOCRUZ/ASTRAZENECA,4487,4244,243
Água Preta,PE,Nordeste,BUTANTAN/SINOVAC,3553,1919,1634
Água Preta,PE,Nordeste,PFIZER/BIONTECH,201,201,0
Água Preta,PE,Nordeste,JANSSEN,37,0,0
Água Santa,RS,Sul,BUTANTAN/SINOVAC,1109,630,479
Água Santa,RS,Sul,FIOCRUZ/ASTRAZENECA,1106,955,151
Água Santa,RS,Sul,PFIZER/BIONTECH,223,222,1
Água Santa,RS,Sul,JANSSEN,25,0,0
Aguaí,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8775,8202,573
Aguaí,SP,Sudeste,BUTANTAN/SINOVAC,7226,3991,3235
Aguaí,SP,Sudeste,PFIZER/BIONTECH,1213,1211,2
Aguaí,SP,Sudeste,JANSSEN,695,0,0
Aguanil,MG,Sudeste,BUTANTAN/SINOVAC,1394,720,674
Aguanil,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1373,1231,142
Aguanil,MG,Sudeste,PFIZER/BIONTECH,164,163,1
Aguanil,MG,Sudeste,JANSSEN,25,0,0
Águas Belas,PE,Nordeste,FIOCRUZ/ASTRAZENECA,12762,11339,1423
Águas Belas,PE,Nordeste,BUTANTAN/SINOVAC,11817,6054,5763
Águas Belas,PE,Nordeste,PFIZER/BIONTECH,2567,2567,0
Águas Belas,PE,Nordeste,JANSSEN,128,0,0
Águas Da Prata,SP,Sudeste,BUTANTAN/SINOVAC,2593,1456,1137
Águas Da Prata,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2583,2258,325
Águas Da Prata,SP,Sudeste,PFIZER/BIONTECH,339,339,0
Águas Da Prata,SP,Sudeste,JANSSEN,66,0,0
Águas De Chapecó,SC,Sul,FIOCRUZ/ASTRAZENECA,1689,1542,147
Águas De Chapecó,SC,Sul,BUTANTAN/SINOVAC,1323,687,636
Águas De Chapecó,SC,Sul,PFIZER/BIONTECH,178,178,0
Águas De Chapecó,SC,Sul,JANSSEN,137,0,0
Águas De Lindóia,SP,Sudeste,BUTANTAN/SINOVAC,5598,3141,2457
Águas De Lindóia,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4695,4314,381
Águas De Lindóia,SP,Sudeste,PFIZER/BIONTECH,383,383,0
Águas De Lindóia,SP,Sudeste,JANSSEN,76,0,0
Águas De Santa Bárbara,SP,Sudeste,BUTANTAN/SINOVAC,1879,1111,768
Águas De Santa Bárbara,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1839,1652,187
Águas De Santa Bárbara,SP,Sudeste,PFIZER/BIONTECH,358,358,0
Águas De Santa Bárbara,SP,Sudeste,JANSSEN,40,0,0
Águas De São Pedro,SP,Sudeste,BUTANTAN/SINOVAC,1896,1021,875
Águas De São Pedro,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1142,967,175
Águas De São Pedro,SP,Sudeste,PFIZER/BIONTECH,166,166,0
Águas De São Pedro,SP,Sudeste,JANSSEN,48,0,0
Águas Formosas,MG,Sudeste,BUTANTAN/SINOVAC,2378,1258,1120
Águas Formosas,MG,Sudeste,FIOCRUZ/ASTRAZENECA,600,598,2
Águas Frias,SC,Sul,BUTANTAN/SINOVAC,883,486,397
Águas Frias,SC,Sul,FIOCRUZ/ASTRAZENECA,750,698,52
Águas Frias,SC,Sul,PFIZER/BIONTECH,90,90,0
Águas Frias,SC,Sul,JANSSEN,20,0,0
Águas Lindas De Goiás,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,32667,30389,2278
Águas Lindas De Goiás,GO,Centro-Oeste,BUTANTAN/SINOVAC,21054,12428,8626
Águas Lindas De Goiás,GO,Centro-Oeste,JANSSEN,265,0,0
Águas Mornas,SC,Sul,FIOCRUZ/ASTRAZENECA,2120,1911,209
Águas Mornas,SC,Sul,BUTANTAN/SINOVAC,1759,925,834
Águas Mornas,SC,Sul,PFIZER/BIONTECH,279,279,0
Águas Mornas,SC,Sul,JANSSEN,226,0,0
Águas Vermelhas,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2756,2508,248
Águas Vermelhas,MG,Sudeste,BUTANTAN/SINOVAC,2705,1428,1277
Águas Vermelhas,MG,Sudeste,PFIZER/BIONTECH,351,351,0
Águas Vermelhas,MG,Sudeste,JANSSEN,40,0,0
Agudo,RS,Sul,FIOCRUZ/ASTRAZENECA,5266,4612,654
Agudo,RS,Sul,BUTANTAN/SINOVAC,4241,2206,2035
Agudo,RS,Sul,PFIZER/BIONTECH,953,950,3
Agudo,RS,Sul,JANSSEN,112,0,0
Agudos,SP,Sudeste,FIOCRUZ/ASTRAZENECA,10204,9389,815
Agudos,SP,Sudeste,BUTANTAN/SINOVAC,9991,5552,4439
Agudos,SP,Sudeste,PFIZER/BIONTECH,1848,1848,0
Agudos,SP,Sudeste,JANSSEN,698,0,0
Agudos Do Sul,PR,Sul,FIOCRUZ/ASTRAZENECA,3094,2986,108
Agudos Do Sul,PR,Sul,BUTANTAN/SINOVAC,1918,1065,853
Agudos Do Sul,PR,Sul,PFIZER/BIONTECH,277,277,0
Agudos Do Sul,PR,Sul,JANSSEN,237,0,0
Águia Branca,ES,Sudeste,BUTANTAN/SINOVAC,2845,1510,1335
Águia Branca,ES,Sudeste,FIOCRUZ/ASTRAZENECA,2224,2118,106
Águia Branca,ES,Sudeste,PFIZER/BIONTECH,726,726,0
Águia Branca,ES,Sudeste,JANSSEN,252,0,0
Aguiar,PB,Nordeste,BUTANTAN/SINOVAC,1677,885,792
Aguiar,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1367,1230,137
Aguiar,PB,Nordeste,PFIZER/BIONTECH,232,232,0
Aguiar,PB,Nordeste,JANSSEN,63,0,0
Aguiarnópolis,TO,Norte,FIOCRUZ/ASTRAZENECA,987,947,40
Aguiarnópolis,TO,Norte,BUTANTAN/SINOVAC,720,376,344
Aimorés,MG,Sudeste,BUTANTAN/SINOVAC,3611,1622,1989
Aimorés,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2055,1973,82
Aimorés,MG,Sudeste,PFIZER/BIONTECH,17,17,0
Aiquara,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1254,1076,178
Aiquara,BA,Nordeste,BUTANTAN/SINOVAC,1228,653,575
Aiquara,BA,Nordeste,PFIZER/BIONTECH,219,219,0
Aiquara,BA,Nordeste,JANSSEN,35,0,0
Aiuaba,CE,Nordeste,BUTANTAN/SINOVAC,3034,1650,1384
Aiuaba,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1865,1422,443
Aiuruoca,MG,Sudeste,BUTANTAN/SINOVAC,2304,1268,1036
Aiuruoca,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1826,1654,172
Aiuruoca,MG,Sudeste,PFIZER/BIONTECH,172,171,1
Ajuricaba,RS,Sul,BUTANTAN/SINOVAC,2366,1221,1145
Ajuricaba,RS,Sul,FIOCRUZ/ASTRAZENECA,2156,1845,311
Ajuricaba,RS,Sul,PFIZER/BIONTECH,441,441,0
Ajuricaba,RS,Sul,JANSSEN,64,0,0
Alagoa,MG,Sudeste,FIOCRUZ/ASTRAZENECA,938,835,103
Alagoa,MG,Sudeste,BUTANTAN/SINOVAC,783,414,369
Alagoa,MG,Sudeste,PFIZER/BIONTECH,88,88,0
Alagoa,MG,Sudeste,JANSSEN,10,0,0
Alagoa Grande,PB,Nordeste,BUTANTAN/SINOVAC,8254,4215,4039
Alagoa Grande,PB,Nordeste,FIOCRUZ/ASTRAZENECA,6758,6365,393
Alagoa Grande,PB,Nordeste,PFIZER/BIONTECH,1050,1050,0
Alagoa Grande,PB,Nordeste,JANSSEN,198,0,0
Alagoa Nova,PB,Nordeste,BUTANTAN/SINOVAC,4490,2257,2233
Alagoa Nova,PB,Nordeste,FIOCRUZ/ASTRAZENECA,3150,2901,249
Alagoa Nova,PB,Nordeste,PFIZER/BIONTECH,549,549,0
Alagoa Nova,PB,Nordeste,JANSSEN,5,0,0
Alagoinha,PB,Nordeste,BUTANTAN/SINOVAC,2867,1496,1371
Alagoinha,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2660,2427,233
Alagoinha,PB,Nordeste,PFIZER/BIONTECH,707,707,0
Alagoinha,PB,Nordeste,JANSSEN,236,0,0
Alagoinha,PE,Nordeste,FIOCRUZ/ASTRAZENECA,7382,5908,1474
Alagoinha,PE,Nordeste,BUTANTAN/SINOVAC,2754,1432,1322
Alagoinha,PE,Nordeste,PFIZER/BIONTECH,665,665,0
Alagoinha Do Piauí,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1521,1403,118
Alagoinha Do Piauí,PI,Nordeste,BUTANTAN/SINOVAC,1481,749,732
Alagoinha Do Piauí,PI,Nordeste,PFIZER/BIONTECH,233,233,0
Alagoinha Do Piauí,PI,Nordeste,JANSSEN,5,0,0
Alagoinhas,BA,Nordeste,BUTANTAN/SINOVAC,26754,13471,13283
Alagoinhas,BA,Nordeste,FIOCRUZ/ASTRAZENECA,24561,20732,3829
Alagoinhas,BA,Nordeste,PFIZER/BIONTECH,7534,7532,2
Alambari,SP,Sudeste,BUTANTAN/SINOVAC,1365,706,659
Alambari,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1333,1230,103
Alambari,SP,Sudeste,PFIZER/BIONTECH,244,244,0
Alambari,SP,Sudeste,JANSSEN,47,0,0
Albertina,MG,Sudeste,FIOCRUZ/ASTRAZENECA,925,866,59
Albertina,MG,Sudeste,BUTANTAN/SINOVAC,813,439,374
Albertina,MG,Sudeste,PFIZER/BIONTECH,107,107,0
Albertina,MG,Sudeste,JANSSEN,18,0,0
Alcântara,MA,Nordeste,FIOCRUZ/ASTRAZENECA,22286,13252,9034
Alcântara,MA,Nordeste,BUTANTAN/SINOVAC,2546,1600,946
Alcântaras,CE,Nordeste,BUTANTAN/SINOVAC,2266,1242,1024
Alcântaras,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1649,1396,253
Alcântaras,CE,Nordeste,PFIZER/BIONTECH,192,192,0
Alcantil,PB,Nordeste,BUTANTAN/SINOVAC,1521,807,714
Alcantil,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1049,947,102
Alcantil,PB,Nordeste,PFIZER/BIONTECH,202,202,0
Alcantil,PB,Nordeste,JANSSEN,38,0,0
Alcinópolis,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1474,1212,262
Alcinópolis,MS,Centro-Oeste,BUTANTAN/SINOVAC,1113,603,510
Alcinópolis,MS,Centro-Oeste,PFIZER/BIONTECH,292,292,0
Alcinópolis,MS,Centro-Oeste,JANSSEN,138,0,0
Alcobaça,BA,Nordeste,BUTANTAN/SINOVAC,3723,2572,1151
Alcobaça,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1183,1126,57
Aldeias Altas,MA,Nordeste,FIOCRUZ/ASTRAZENECA,3497,3294,203
Aldeias Altas,MA,Nordeste,BUTANTAN/SINOVAC,3416,1827,1589
Alecrim,RS,Sul,BUTANTAN/SINOVAC,2502,1280,1222
Alecrim,RS,Sul,FIOCRUZ/ASTRAZENECA,2066,1808,258
Alecrim,RS,Sul,PFIZER/BIONTECH,396,396,0
Alecrim,RS,Sul,JANSSEN,30,0,0
Alegre,ES,Sudeste,BUTANTAN/SINOVAC,10075,5311,4764
Alegre,ES,Sudeste,FIOCRUZ/ASTRAZENECA,8348,7579,769
Alegre,ES,Sudeste,PFIZER/BIONTECH,2321,2318,3
Alegre,ES,Sudeste,JANSSEN,855,0,0
Alegrete,RS,Sul,FIOCRUZ/ASTRAZENECA,23622,20556,3066
Alegrete,RS,Sul,BUTANTAN/SINOVAC,21846,11174,10672
Alegrete,RS,Sul,PFIZER/BIONTECH,5526,5517,9
Alegrete,RS,Sul,JANSSEN,1079,0,0
Alegrete Do Piauí,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1035,967,68
Alegrete Do Piauí,PI,Nordeste,BUTANTAN/SINOVAC,954,516,438
Alegrete Do Piauí,PI,Nordeste,PFIZER/BIONTECH,190,190,0
Alegrete Do Piauí,PI,Nordeste,JANSSEN,30,0,0
Alegria,RS,Sul,BUTANTAN/SINOVAC,1418,726,692
Alegria,RS,Sul,FIOCRUZ/ASTRAZENECA,1370,1203,167
Alegria,RS,Sul,PFIZER/BIONTECH,258,258,0
Alegria,RS,Sul,JANSSEN,72,0,0
Além Paraíba,MG,Sudeste,BUTANTAN/SINOVAC,8400,4371,4029
Além Paraíba,MG,Sudeste,FIOCRUZ/ASTRAZENECA,7679,6807,872
Além Paraíba,MG,Sudeste,PFIZER/BIONTECH,296,296,0
Alenquer,PA,Norte,FIOCRUZ/ASTRAZENECA,16147,11005,5142
Alenquer,PA,Norte,BUTANTAN/SINOVAC,2095,1095,1000
