Município,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Acrelândia,AC,Norte,FIOCRUZ/ASTRAZENECA,4180,3588,592
Acrelândia,AC,Norte,BUTANTAN/SINOVAC,1362,765,597
Acrelândia,AC,Norte,PFIZER/BIONTECH,569,568,1
Acrelândia,AC,Norte,JANSSEN,11,0,0
Assis Brasil,AC,Norte,BUTANTAN/SINOVAC,2594,1544,1050
Assis Brasil,AC,Norte,FIOCRUZ/ASTRAZENECA,1856,1649,207
Assis Brasil,AC,Norte,JANSSEN,38,0,0
Brasiléia,AC,Norte,FIOCRUZ/ASTRAZENECA,5569,4885,684
Brasiléia,AC,Norte,BUTANTAN/SINOVAC,3994,2047,1947
Brasiléia,AC,Norte,PFIZER/BIONTECH,991,991,0
Bujari,AC,Norte,FIOCRUZ/ASTRAZENECA,3512,2732,780
Bujari,AC,Norte,BUTANTAN/SINOVAC,1095,652,443
Bujari,AC,Norte,PFIZER/BIONTECH,468,466,2
Bujari,AC,Norte,JANSSEN,54,0,0
Capixaba,AC,Norte,FIOCRUZ/ASTRAZENECA,2356,2092,264
Capixaba,AC,Norte,BUTANTAN/SINOVAC,1744,923,821
Capixaba,AC,Norte,JANSSEN,35,0,0
Cruzeiro Do Sul,AC,Norte,FIOCRUZ/ASTRAZENECA,29535,25121,4414
Cruzeiro Do Sul,AC,Norte,BUTANTAN/SINOVAC,12744,7299,5445
Cruzeiro Do Sul,AC,Norte,PFIZER/BIONTECH,4582,4580,2
Cruzeiro Do Sul,AC,Norte,JANSSEN,156,0,0
Epitaciolândia,AC,Norte,FIOCRUZ/ASTRAZENECA,4355,3960,395
Epitaciolândia,AC,Norte,BUTANTAN/SINOVAC,2619,1500,1119
Epitaciolândia,AC,Norte,PFIZER/BIONTECH,172,171,1
Epitaciolândia,AC,Norte,JANSSEN,100,0,0
Feijó,AC,Norte,FIOCRUZ/ASTRAZENECA,6248,5145,1103
Feijó,AC,Norte,BUTANTAN/SINOVAC,4578,2713,1865
Feijó,AC,Norte,JANSSEN,5,0,0
Jordão,AC,Norte,BUTANTAN/SINOVAC,3659,2119,1540
Jordão,AC,Norte,FIOCRUZ/ASTRAZENECA,896,859,37
Jordão,AC,Norte,PFIZER/BIONTECH,232,229,3
Mâncio Lima,AC,Norte,FIOCRUZ/ASTRAZENECA,5463,4591,872
Mâncio Lima,AC,Norte,BUTANTAN/SINOVAC,3730,2122,1608
Mâncio Lima,AC,Norte,JANSSEN,13,0,0
Manoel Urbano,AC,Norte,FIOCRUZ/ASTRAZENECA,2630,2121,509
Manoel Urbano,AC,Norte,BUTANTAN/SINOVAC,1491,828,663
Manoel Urbano,AC,Norte,PFIZER/BIONTECH,177,154,23
Manoel Urbano,AC,Norte,JANSSEN,54,0,0
Marechal Thaumaturgo,AC,Norte,BUTANTAN/SINOVAC,6048,3618,2430
Marechal Thaumaturgo,AC,Norte,FIOCRUZ/ASTRAZENECA,1872,1705,167
Plácido De Castro,AC,Norte,FIOCRUZ/ASTRAZENECA,4628,3955,673
Plácido De Castro,AC,Norte,BUTANTAN/SINOVAC,1785,1014,771
Plácido De Castro,AC,Norte,PFIZER/BIONTECH,396,395,1
Plácido De Castro,AC,Norte,JANSSEN,10,0,0
Porto Acre,AC,Norte,FIOCRUZ/ASTRAZENECA,4604,4002,602
Porto Acre,AC,Norte,BUTANTAN/SINOVAC,1813,1033,780
Porto Acre,AC,Norte,JANSSEN,25,0,0
Porto Walter,AC,Norte,BUTANTAN/SINOVAC,3663,2168,1495
Porto Walter,AC,Norte,FIOCRUZ/ASTRAZENECA,1622,1457,165
Rio Branco,AC,Norte,FIOCRUZ/ASTRAZENECA,114242,91820,22422
Rio Branco,AC,Norte,BUTANTAN/SINOVAC,49813,28764,21049
Rio Branco,AC,Norte,PFIZER/BIONTECH,28285,28250,35
Rio Branco,AC,Norte,JANSSEN,1800,0,0
Rodrigues Alves,AC,Norte,BUTANTAN/SINOVAC,2993,1764,1229
Rodrigues Alves,AC,Norte,FIOCRUZ/ASTRAZENECA,1995,1794,201
Rodrigues Alves,AC,Norte,JANSSEN,25,0,0
Santa Rosa Do Purus,AC,Norte,BUTANTAN/SINOVAC,2948,1688,1260
Santa Rosa Do Purus,AC,Norte,FIOCRUZ/ASTRAZENECA,836,760,76
Sena Madureira,AC,Norte,FIOCRUZ/ASTRAZENECA,11683,9424,2259
Sena Madureira,AC,Norte,BUTANTAN/SINOVAC,4421,2493,1928
Sena Madureira,AC,Norte,PFIZER/BIONTECH,1384,1379,5
Sena Madureira,AC,Norte,JANSSEN,196,0,0
Senador Guiomard,AC,Norte,FIOCRUZ/ASTRAZENECA,6619,6058,561
Senador Guiomard,AC,Norte,BUTANTAN/SINOVAC,2383,1289,1094
Tarauacá,AC,Norte,FIOCRUZ/ASTRAZENECA,6817,6175,642
Tarauacá,AC,Norte,BUTANTAN/SINOVAC,4548,2532,2016
Xapuri,AC,Norte,BUTANTAN/SINOVAC,3926,2157,1769
Xapuri,AC,Norte,FIOCRUZ/ASTRAZENECA,3544,3210,334
Xapuri,AC,Norte,JANSSEN,56,0,0
Água Branca,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5063,4250,813
Água Branca,AL,Nordeste,BUTANTAN/SINOVAC,4435,2365,2070
Água Branca,AL,Nordeste,JANSSEN,101,0,0
Anadia,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4282,3734,548
Anadia,AL,Nordeste,BUTANTAN/SINOVAC,3662,2166,1496
Arapiraca,AL,Nordeste,FIOCRUZ/ASTRAZENECA,45951,38058,7893
Arapiraca,AL,Nordeste,BUTANTAN/SINOVAC,40564,20597,19967
Arapiraca,AL,Nordeste,PFIZER/BIONTECH,21116,21080,36
Arapiraca,AL,Nordeste,JANSSEN,1380,0,0
Atalaia,AL,Nordeste,FIOCRUZ/ASTRAZENECA,6785,5813,972
Atalaia,AL,Nordeste,BUTANTAN/SINOVAC,5784,2955,2829
Atalaia,AL,Nordeste,PFIZER/BIONTECH,1422,1422,0
Barra De Santo Antônio,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2510,2094,416
Barra De Santo Antônio,AL,Nordeste,BUTANTAN/SINOVAC,2147,1188,959
Barra De Santo Antônio,AL,Nordeste,JANSSEN,965,0,0
Barra De São Miguel,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1435,1242,193
Barra De São Miguel,AL,Nordeste,BUTANTAN/SINOVAC,1197,712,485
Batalha,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4444,4020,424
Batalha,AL,Nordeste,BUTANTAN/SINOVAC,3021,1552,1469
Batalha,AL,Nordeste,PFIZER/BIONTECH,377,377,0
Belém,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1306,1064,242
Belém,AL,Nordeste,BUTANTAN/SINOVAC,1038,556,482
Belém,AL,Nordeste,JANSSEN,115,0,0
Belém,AL,Nordeste,PFIZER/BIONTECH,42,42,0
Belo Monte,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1456,1191,265
Belo Monte,AL,Nordeste,BUTANTAN/SINOVAC,1427,895,532
Boca Da Mata,AL,Nordeste,FIOCRUZ/ASTRAZENECA,6332,5386,946
Boca Da Mata,AL,Nordeste,BUTANTAN/SINOVAC,5123,3057,2066
Branquinha,AL,Nordeste,BUTANTAN/SINOVAC,1994,1198,796
Branquinha,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1873,1720,153
Cacimbinhas,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2934,2460,474
Cacimbinhas,AL,Nordeste,BUTANTAN/SINOVAC,2009,1095,914
Cacimbinhas,AL,Nordeste,JANSSEN,228,0,0
Cajueiro,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4160,3628,532
Cajueiro,AL,Nordeste,BUTANTAN/SINOVAC,2879,1745,1134
Campestre,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1206,1014,192
Campestre,AL,Nordeste,BUTANTAN/SINOVAC,1178,719,459
Campo Alegre,AL,Nordeste,FIOCRUZ/ASTRAZENECA,8178,7550,628
Campo Alegre,AL,Nordeste,BUTANTAN/SINOVAC,6262,3493,2769
Campo Alegre,AL,Nordeste,PFIZER/BIONTECH,1110,1110,0
Campo Grande,AL,Nordeste,BUTANTAN/SINOVAC,1347,758,589
Campo Grande,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1314,1213,101
Canapi,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4081,3597,484
Canapi,AL,Nordeste,BUTANTAN/SINOVAC,3530,2067,1463
Capela,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2573,2331,242
Capela,AL,Nordeste,BUTANTAN/SINOVAC,2533,1338,1195
Capela,AL,Nordeste,PFIZER/BIONTECH,672,671,1
Carneiros,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2011,1773,238
Carneiros,AL,Nordeste,BUTANTAN/SINOVAC,1263,686,577
Chã Preta,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1378,1134,244
Chã Preta,AL,Nordeste,BUTANTAN/SINOVAC,1131,559,572
Chã Preta,AL,Nordeste,PFIZER/BIONTECH,373,373,0
Coité Do Nóia,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2620,2179,441
Coité Do Nóia,AL,Nordeste,BUTANTAN/SINOVAC,2216,1193,1023
Coité Do Nóia,AL,Nordeste,JANSSEN,214,0,0
Colônia Leopoldina,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3377,2931,446
Colônia Leopoldina,AL,Nordeste,BUTANTAN/SINOVAC,2542,1332,1210
Coqueiro Seco,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1250,1078,172
Coqueiro Seco,AL,Nordeste,BUTANTAN/SINOVAC,1032,521,511
Coqueiro Seco,AL,Nordeste,PFIZER/BIONTECH,240,240,0
Coruripe,AL,Nordeste,FIOCRUZ/ASTRAZENECA,9039,8015,1024
Coruripe,AL,Nordeste,PFIZER/BIONTECH,8205,8202,3
Coruripe,AL,Nordeste,BUTANTAN/SINOVAC,7171,3680,3491
Craíbas,AL,Nordeste,BUTANTAN/SINOVAC,4364,2658,1706
Craíbas,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4134,3800,334
Delmiro Gouveia,AL,Nordeste,FIOCRUZ/ASTRAZENECA,11072,9989,1083
Delmiro Gouveia,AL,Nordeste,BUTANTAN/SINOVAC,7464,3840,3624
Delmiro Gouveia,AL,Nordeste,JANSSEN,1066,0,0
Dois Riachos,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2344,1945,399
Dois Riachos,AL,Nordeste,BUTANTAN/SINOVAC,2052,1225,827
Estrela De Alagoas,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4329,3741,588
Estrela De Alagoas,AL,Nordeste,BUTANTAN/SINOVAC,3358,1775,1583
Estrela De Alagoas,AL,Nordeste,JANSSEN,25,0,0
Feira Grande,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4714,3908,806
Feira Grande,AL,Nordeste,BUTANTAN/SINOVAC,4658,2350,2308
Feira Grande,AL,Nordeste,PFIZER/BIONTECH,906,906,0
Feliz Deserto,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1061,917,144
Feliz Deserto,AL,Nordeste,BUTANTAN/SINOVAC,851,462,389
Feliz Deserto,AL,Nordeste,JANSSEN,223,0,0
Flexeiras,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2133,1837,296
Flexeiras,AL,Nordeste,BUTANTAN/SINOVAC,2058,1166,892
Girau Do Ponciano,AL,Nordeste,FIOCRUZ/ASTRAZENECA,7502,6965,537
Girau Do Ponciano,AL,Nordeste,BUTANTAN/SINOVAC,6804,3794,3010
Ibateguara,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2976,2589,387
Ibateguara,AL,Nordeste,BUTANTAN/SINOVAC,2560,1407,1153
Igaci,AL,Nordeste,FIOCRUZ/ASTRAZENECA,6548,5530,1018
Igaci,AL,Nordeste,BUTANTAN/SINOVAC,5148,2888,2260
Igaci,AL,Nordeste,JANSSEN,958,0,0
Igreja Nova,AL,Nordeste,FIOCRUZ/ASTRAZENECA,7090,6153,937
Igreja Nova,AL,Nordeste,BUTANTAN/SINOVAC,4317,2606,1711
Inhapi,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3511,3058,453
Inhapi,AL,Nordeste,BUTANTAN/SINOVAC,3481,1894,1587
Inhapi,AL,Nordeste,JANSSEN,337,0,0
Jacaré Dos Homens,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1966,1740,226
Jacaré Dos Homens,AL,Nordeste,BUTANTAN/SINOVAC,956,482,474
Jacaré Dos Homens,AL,Nordeste,PFIZER/BIONTECH,257,257,0
Jacuípe,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1244,1133,111
Jacuípe,AL,Nordeste,BUTANTAN/SINOVAC,971,497,474
Japaratinga,AL,Nordeste,BUTANTAN/SINOVAC,1183,651,532
Japaratinga,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1043,966,77
Jaramataia,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1114,1014,100
Jaramataia,AL,Nordeste,BUTANTAN/SINOVAC,777,393,384
Jequiá Da Praia,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2245,1914,331
Jequiá Da Praia,AL,Nordeste,BUTANTAN/SINOVAC,1594,806,788
Jequiá Da Praia,AL,Nordeste,PFIZER/BIONTECH,571,571,0
Joaquim Gomes,AL,Nordeste,BUTANTAN/SINOVAC,4473,2320,2153
Joaquim Gomes,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3808,3640,168
Jundiá,AL,Nordeste,BUTANTAN/SINOVAC,807,439,368
Jundiá,AL,Nordeste,FIOCRUZ/ASTRAZENECA,770,657,113
Junqueiro,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4551,3936,615
Junqueiro,AL,Nordeste,BUTANTAN/SINOVAC,4211,2391,1820
Lagoa Da Canoa,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3835,3466,369
Lagoa Da Canoa,AL,Nordeste,BUTANTAN/SINOVAC,3300,1667,1633
Limoeiro De Anadia,AL,Nordeste,BUTANTAN/SINOVAC,5967,3253,2714
Limoeiro De Anadia,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5320,4468,852
Limoeiro De Anadia,AL,Nordeste,JANSSEN,828,0,0
Maceió,AL,Nordeste,FIOCRUZ/ASTRAZENECA,240273,189438,50835
Maceió,AL,Nordeste,BUTANTAN/SINOVAC,188294,95354,92940
Maceió,AL,Nordeste,PFIZER/BIONTECH,102613,102383,230
Maceió,AL,Nordeste,JANSSEN,14370,0,0
Major Isidoro,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4786,4401,385
Major Isidoro,AL,Nordeste,BUTANTAN/SINOVAC,3699,2164,1535
Mar Vermelho,AL,Nordeste,FIOCRUZ/ASTRAZENECA,931,728,203
Mar Vermelho,AL,Nordeste,BUTANTAN/SINOVAC,817,411,406
Mar Vermelho,AL,Nordeste,PFIZER/BIONTECH,203,203,0
Maragogi,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5224,4917,307
Maragogi,AL,Nordeste,BUTANTAN/SINOVAC,4420,2264,2156
Maragogi,AL,Nordeste,PFIZER/BIONTECH,1222,1222,0
Maragogi,AL,Nordeste,JANSSEN,55,0,0
Maravilha,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2585,2282,303
Maravilha,AL,Nordeste,BUTANTAN/SINOVAC,1688,872,816
Marechal Deodoro,AL,Nordeste,FIOCRUZ/ASTRAZENECA,11868,10574,1294
Marechal Deodoro,AL,Nordeste,BUTANTAN/SINOVAC,7958,4158,3800
Marechal Deodoro,AL,Nordeste,PFIZER/BIONTECH,5045,5040,5
Maribondo,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3633,3160,473
Maribondo,AL,Nordeste,BUTANTAN/SINOVAC,2328,1176,1152
Maribondo,AL,Nordeste,JANSSEN,356,0,0
Maribondo,AL,Nordeste,PFIZER/BIONTECH,179,179,0
Mata Grande,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4802,4008,794
Mata Grande,AL,Nordeste,BUTANTAN/SINOVAC,4055,2135,1920
Mata Grande,AL,Nordeste,JANSSEN,504,0,0
Matriz De Camaragibe,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4646,4249,397
Matriz De Camaragibe,AL,Nordeste,BUTANTAN/SINOVAC,3331,1718,1613
Matriz De Camaragibe,AL,Nordeste,PFIZER/BIONTECH,329,329,0
Matriz De Camaragibe,AL,Nordeste,JANSSEN,8,0,0
Messias,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3475,3277,198
Messias,AL,Nordeste,BUTANTAN/SINOVAC,2756,1471,1285
Minador Do Negrão,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1375,1225,150
Minador Do Negrão,AL,Nordeste,BUTANTAN/SINOVAC,1215,663,552
Minador Do Negrão,AL,Nordeste,JANSSEN,143,0,0
Monteirópolis,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1731,1528,203
Monteirópolis,AL,Nordeste,BUTANTAN/SINOVAC,1233,671,562
Murici,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5395,4723,672
Murici,AL,Nordeste,BUTANTAN/SINOVAC,4260,2194,2066
Murici,AL,Nordeste,JANSSEN,670,0,0
Murici,AL,Nordeste,PFIZER/BIONTECH,547,546,1
Novo Lino,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1997,1763,234
Novo Lino,AL,Nordeste,BUTANTAN/SINOVAC,1492,758,734
Olho D'Água Das Flores,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5225,4867,358
Olho D'Água Das Flores,AL,Nordeste,BUTANTAN/SINOVAC,3996,2335,1661
Olho D'Água Do Casado,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2050,1840,210
Olho D'Água Do Casado,AL,Nordeste,BUTANTAN/SINOVAC,1340,761,579
Olho D'Água Do Casado,AL,Nordeste,JANSSEN,190,0,0
Olho D'Água Grande,AL,Nordeste,FIOCRUZ/ASTRAZENECA,918,858,60
Olho D'Água Grande,AL,Nordeste,BUTANTAN/SINOVAC,888,454,434
Olivença,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2557,2147,410
Olivença,AL,Nordeste,BUTANTAN/SINOVAC,2279,1359,920
Ouro Branco,AL,Nordeste,BUTANTAN/SINOVAC,2393,1430,963
Ouro Branco,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2321,1973,348
Palestina,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1607,1482,125
Palestina,AL,Nordeste,BUTANTAN/SINOVAC,913,475,438
Palmeira Dos Índios,AL,Nordeste,FIOCRUZ/ASTRAZENECA,19105,16307,2798
Palmeira Dos Índios,AL,Nordeste,BUTANTAN/SINOVAC,16480,8339,8141
Palmeira Dos Índios,AL,Nordeste,PFIZER/BIONTECH,2084,2068,16
Palmeira Dos Índios,AL,Nordeste,JANSSEN,1921,0,0
Pão De Açúcar,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5208,4655,553
Pão De Açúcar,AL,Nordeste,BUTANTAN/SINOVAC,4281,2501,1780
Pariconha,AL,Nordeste,BUTANTAN/SINOVAC,5904,3079,2825
Pariconha,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1905,1634,271
Paripueira,AL,Nordeste,BUTANTAN/SINOVAC,2333,1406,927
Paripueira,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2276,1992,284
Paripueira,AL,Nordeste,JANSSEN,93,0,0
Passo De Camaragibe,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2922,2642,280
Passo De Camaragibe,AL,Nordeste,BUTANTAN/SINOVAC,2450,1493,957
Paulo Jacinto,AL,Nordeste,BUTANTAN/SINOVAC,1798,1031,767
Paulo Jacinto,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1778,1430,348
Paulo Jacinto,AL,Nordeste,PFIZER/BIONTECH,83,83,0
Penedo,AL,Nordeste,FIOCRUZ/ASTRAZENECA,15830,13767,2063
Penedo,AL,Nordeste,BUTANTAN/SINOVAC,10946,5630,5316
Penedo,AL,Nordeste,PFIZER/BIONTECH,3635,3627,8
Piaçabuçu,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3369,2916,453
Piaçabuçu,AL,Nordeste,BUTANTAN/SINOVAC,2756,1387,1369
Piaçabuçu,AL,Nordeste,PFIZER/BIONTECH,666,666,0
Pilar,AL,Nordeste,FIOCRUZ/ASTRAZENECA,8961,8156,805
Pilar,AL,Nordeste,BUTANTAN/SINOVAC,6308,3369,2939
Pilar,AL,Nordeste,JANSSEN,861,0,0
Pindoba,AL,Nordeste,FIOCRUZ/ASTRAZENECA,650,567,83
Pindoba,AL,Nordeste,BUTANTAN/SINOVAC,579,294,285
Pindoba,AL,Nordeste,JANSSEN,80,0,0
Pindoba,AL,Nordeste,PFIZER/BIONTECH,47,47,0
Piranhas,AL,Nordeste,BUTANTAN/SINOVAC,4350,2367,1983
Piranhas,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4043,3603,440
Piranhas,AL,Nordeste,JANSSEN,303,0,0
Poço Das Trincheiras,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3985,3732,253
Poço Das Trincheiras,AL,Nordeste,BUTANTAN/SINOVAC,1900,1176,724
Porto Calvo,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4555,4156,399
Porto Calvo,AL,Nordeste,BUTANTAN/SINOVAC,3718,2049,1669
Porto De Pedras,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1399,1282,117
Porto De Pedras,AL,Nordeste,BUTANTAN/SINOVAC,1149,609,540
Porto Real Do Colégio,AL,Nordeste,BUTANTAN/SINOVAC,6138,3637,2501
Porto Real Do Colégio,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3897,3293,604
Quebrangulo,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2749,2351,398
Quebrangulo,AL,Nordeste,BUTANTAN/SINOVAC,1886,947,939
Quebrangulo,AL,Nordeste,PFIZER/BIONTECH,467,467,0
Rio Largo,AL,Nordeste,FIOCRUZ/ASTRAZENECA,20287,18645,1642
Rio Largo,AL,Nordeste,BUTANTAN/SINOVAC,11770,6790,4980
Rio Largo,AL,Nordeste,PFIZER/BIONTECH,4977,4964,13
Rio Largo,AL,Nordeste,JANSSEN,144,0,0
Roteiro,AL,Nordeste,BUTANTAN/SINOVAC,872,445,427
Roteiro,AL,Nordeste,FIOCRUZ/ASTRAZENECA,864,641,223
Roteiro,AL,Nordeste,PFIZER/BIONTECH,788,786,2
Santa Luzia Do Norte,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2919,2637,282
Santa Luzia Do Norte,AL,Nordeste,BUTANTAN/SINOVAC,1479,887,592
Santa Luzia Do Norte,AL,Nordeste,JANSSEN,49,0,0
Santana Do Ipanema,AL,Nordeste,FIOCRUZ/ASTRAZENECA,8505,7190,1315
Santana Do Ipanema,AL,Nordeste,BUTANTAN/SINOVAC,7792,4031,3761
Santana Do Ipanema,AL,Nordeste,PFIZER/BIONTECH,2941,2938,3
Santana Do Mundaú,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2890,2530,360
Santana Do Mundaú,AL,Nordeste,BUTANTAN/SINOVAC,1614,813,801
Santana Do Mundaú,AL,Nordeste,PFIZER/BIONTECH,623,623,0
São Brás,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1569,1255,314
São Brás,AL,Nordeste,BUTANTAN/SINOVAC,1556,911,645
São José Da Laje,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4425,3914,511
São José Da Laje,AL,Nordeste,BUTANTAN/SINOVAC,3540,1946,1594
São José Da Laje,AL,Nordeste,PFIZER/BIONTECH,910,910,0
São José Da Laje,AL,Nordeste,JANSSEN,66,0,0
São José Da Tapera,AL,Nordeste,FIOCRUZ/ASTRAZENECA,6656,5837,819
São José Da Tapera,AL,Nordeste,BUTANTAN/SINOVAC,4628,2669,1959
São Luís Do Quitunde,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5552,5108,444
São Luís Do Quitunde,AL,Nordeste,BUTANTAN/SINOVAC,3587,1863,1724
São Luís Do Quitunde,AL,Nordeste,JANSSEN,478,0,0
São Luís Do Quitunde,AL,Nordeste,PFIZER/BIONTECH,4,4,0
São Miguel Dos Campos,AL,Nordeste,FIOCRUZ/ASTRAZENECA,10836,9644,1192
São Miguel Dos Campos,AL,Nordeste,BUTANTAN/SINOVAC,7610,3892,3718
São Miguel Dos Campos,AL,Nordeste,PFIZER/BIONTECH,4458,4458,0
São Miguel Dos Campos,AL,Nordeste,JANSSEN,1526,0,0
São Miguel Dos Milagres,AL,Nordeste,BUTANTAN/SINOVAC,1359,845,514
São Miguel Dos Milagres,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1241,1015,226
São Miguel Dos Milagres,AL,Nordeste,PFIZER/BIONTECH,97,97,0
São Sebastião,AL,Nordeste,FIOCRUZ/ASTRAZENECA,8280,7233,1047
São Sebastião,AL,Nordeste,BUTANTAN/SINOVAC,7201,4037,3164
Satuba,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2877,2574,303
Satuba,AL,Nordeste,BUTANTAN/SINOVAC,2017,1117,900
Satuba,AL,Nordeste,JANSSEN,119,0,0
Senador Rui Palmeira,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2520,2298,222
Senador Rui Palmeira,AL,Nordeste,BUTANTAN/SINOVAC,2026,1241,785
Tanque D'Arca,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1537,1261,276
Tanque D'Arca,AL,Nordeste,BUTANTAN/SINOVAC,1327,713,614
Tanque D'Arca,AL,Nordeste,JANSSEN,170,0,0
Taquarana,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5285,4651,634
Taquarana,AL,Nordeste,BUTANTAN/SINOVAC,4102,2421,1681
Teotônio Vilela,AL,Nordeste,FIOCRUZ/ASTRAZENECA,8008,7169,839
Teotônio Vilela,AL,Nordeste,BUTANTAN/SINOVAC,5727,2996,2731
Teotônio Vilela,AL,Nordeste,PFIZER/BIONTECH,2753,2750,3
Traipu,AL,Nordeste,FIOCRUZ/ASTRAZENECA,6149,5482,667
Traipu,AL,Nordeste,BUTANTAN/SINOVAC,4477,2559,1918
União Dos Palmares,AL,Nordeste,FIOCRUZ/ASTRAZENECA,13945,11812,2133
União Dos Palmares,AL,Nordeste,BUTANTAN/SINOVAC,9582,4886,4696
União Dos Palmares,AL,Nordeste,PFIZER/BIONTECH,2565,2565,0
União Dos Palmares,AL,Nordeste,JANSSEN,342,0,0
Viçosa,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5901,5256,645
Viçosa,AL,Nordeste,BUTANTAN/SINOVAC,4466,2289,2177
Viçosa,AL,Nordeste,PFIZER/BIONTECH,1464,1462,2
Alvarães,AM,Norte,FIOCRUZ/ASTRAZENECA,3097,2517,580
Alvarães,AM,Norte,BUTANTAN/SINOVAC,3004,1534,1470
Amaturá,AM,Norte,BUTANTAN/SINOVAC,1895,1492,403
Anamã,AM,Norte,FIOCRUZ/ASTRAZENECA,3119,2636,483
Anamã,AM,Norte,BUTANTAN/SINOVAC,1544,854,690
Anori,AM,Norte,FIOCRUZ/ASTRAZENECA,2506,1862,644
Anori,AM,Norte,BUTANTAN/SINOVAC,761,415,346
Apuí,AM,Norte,FIOCRUZ/ASTRAZENECA,3211,2883,328
Apuí,AM,Norte,BUTANTAN/SINOVAC,2438,1333,1105
Apuí,AM,Norte,JANSSEN,1,0,0
Atalaia Do Norte,AM,Norte,BUTANTAN/SINOVAC,4788,2768,2020
Atalaia Do Norte,AM,Norte,FIOCRUZ/ASTRAZENECA,2205,2062,143
